   4.000    5.409613    4.884745    4.506741    4.210238    3.961925    3.745379    3.552789    3.380369    3.224362    3.081624    2.949402    2.825101    2.705716    2.587668    2.466361    2.334419    2.180434    1.983475    1.688484
   3.200    5.475457    4.944465    4.560664    4.259010    4.004511    3.784246    3.589607    3.415279    3.257403    3.113022    2.979421    2.853303    2.731771    2.611666    2.488237    2.354621    2.199623    2.000822    1.702684
   2.667    5.525025    4.987446    4.598751    4.291314    4.034587    3.812462    3.616173    3.440324    3.280618    3.134176    2.998714    2.871365    2.749076    2.628228    2.504056    2.369088    2.212332    2.011989    1.711767
   2.286    5.563372    5.020293    4.625907    4.316149    4.057612    3.833923    3.635714    3.457747    3.296791    3.149587    3.013424    2.885446    2.762198    2.640083    2.514624    2.378946    2.221659    2.019797    1.718046
   2.000    5.594913    5.046055    4.647419    4.335741    4.075687    3.849759    3.650089    3.471355    3.309694    3.161897    3.024603    2.895493    2.771504    2.649005    2.523177    2.386567    2.228201    2.025699    1.722654
   1.600    5.641852    5.082539    4.679259    4.363998    4.100410    3.872600    3.671540    3.490943    3.327697    3.178416    3.040276    2.910043    2.785070    2.661572    2.534786    2.397145    2.237748    2.033733    1.728979
   1.333    5.676174    5.108522    4.701469    4.383064    4.118018    3.888276    3.685649    3.504317    3.339992    3.189649    3.050617    2.919880    2.794200    2.669963    2.542449    2.404119    2.244054    2.039079    1.733073
   1.143    5.702124    5.127962    4.717365    4.397443    4.130377    3.899736    3.696081    3.513668    3.348863    3.197809    3.058130    2.926865    2.800691    2.675970    2.547942    2.409132    2.248461    2.042811    1.735890
   1.000    5.722119    5.142835    4.729760    4.407927    4.140089    3.908250    3.703976    3.520865    3.355377    3.204001    3.063771    2.932069    2.805609    2.680474    2.552024    2.412883    2.251762    2.045571    1.738001
