   8.000    2.477247    2.241855    2.118920    2.037257    1.976468    1.928859    1.889467    1.856442    1.828030    1.802900    1.780638    1.760785    1.742951    1.726592    1.711560    1.697800    1.685279    1.674080    1.664792
   6.400    2.449935    2.224834    2.107360    2.029597    1.972242    1.926987    1.889774    1.858306    1.831331    1.807452    1.786352    1.767519    1.750332    1.734657    1.720414    1.707421    1.695501    1.684669    1.675562
   5.818    2.455131    2.234186    2.118159    2.041015    1.983891    1.938731    1.901710    1.870356    1.843362    1.819574    1.798497    1.779572    1.762384    1.746756    1.732504    1.719417    1.707425    1.696527    1.687131
   4.923    2.480637    2.252036    2.131522    2.051432    1.992128    1.945370    1.907103    1.874716    1.846845    1.822340    1.800682    1.781145    1.763515    1.747530    1.732832    1.719380    1.707158    1.696160    1.686861
   4.000    2.481137    2.255904    2.137711    2.059133    2.000822    1.954928    1.917281    1.885460    1.858012    1.833971    1.812584    1.793424    1.776080    1.760281    1.745878    1.732652    1.720579    1.709741    1.700625
   3.200    2.507770    2.279735    2.159658    2.079783    2.020650    1.974043    1.935801    1.903501    1.875621    1.851182    1.829484    1.809998    1.792393    1.776353    1.761711    1.748292    1.736045    1.725035    1.715789
   2.909    2.516094    2.288281    2.168470    2.088759    2.029697    1.983163    1.944959    1.912643    1.884731    1.860259    1.838540    1.819035    1.801402    1.785354    1.770688    1.757259    1.744938    1.733755    1.724411
   2.462    2.537401    2.306511    2.185052    2.104202    2.044246    1.997001    1.958233    1.925489    1.897246    1.872482    1.850485    1.830755    1.812917    1.796677    1.781842    1.768263    1.755867    1.744721    1.735387
   2.000    2.560647    2.326974    2.204049    2.122282    2.061733    2.014025    1.974836    1.941719    1.913154    1.888113    1.865877    1.845933    1.827897    1.811485    1.796487    1.782766    1.770240    1.758975    1.749554
   1.600    2.582985    2.346980    2.222796    2.140121    2.078912    2.030693    1.990924    1.957316    1.928337    1.902934    1.880382    1.860154    1.841865    1.825225    1.810024    1.796115    1.783423    1.772015    1.762479
   1.455    2.592731    2.355017    2.229846    2.146618    2.085007    2.036476    1.996657    1.963037    1.934041    1.908626    1.886059    1.865819    1.847515    1.830776    1.815471    1.801470    1.788698    1.777222    1.767635
   1.231    2.606956    2.367427    2.241464    2.157719    2.095666    2.046618    2.006356    1.972365    1.943055    1.917368    1.894563    1.874112    1.855623    1.838805    1.823443    1.809388    1.796567    1.785048    1.775432
   1.000    2.623187    2.381143    2.253983    2.169404    2.106596    2.057141    2.016581    1.982346    1.952828    1.926959    1.903983    1.883374    1.864745    1.847801    1.832328    1.818172    1.805262    1.793669    1.783999
