 hih1=   4.923 Number of points =  130
   0.100000000E+00   0.100000000E-05   0.460092328E+00   0.782512889E-06   0.633476155E+03
   0.100000000E+00   0.177830000E-05   0.462082677E+00   0.133343210E-05   0.663342939E+03
   0.100000000E+00   0.316230000E-05   0.465420557E+00   0.251879398E-05   0.709974038E+03
   0.100000000E+00   0.562340000E-05   0.470893520E+00   0.444375124E-05   0.779146873E+03
   0.100000000E+00   0.100000000E-04   0.479655974E+00   0.779441377E-05   0.875390331E+03
   0.100000000E+00   0.177828000E-04   0.493396464E+00   0.135694905E-04   0.991548569E+03
   0.100000000E+00   0.316228000E-04   0.515235371E+00   0.233137469E-04   0.109038846E+04
   0.100000000E+00   0.562341000E-04   0.550718026E+00   0.392425565E-04   0.120316630E+04
   0.100000000E+00   0.100000000E-03   0.602332580E+00   0.662283807E-04   0.163669373E+04
   0.100000000E+00   0.177827900E-03   0.663266137E+00   0.117469811E-03   0.259119547E+04
   0.100000000E+00   0.316227800E-03   0.728654856E+00   0.221357280E-03   0.417244116E+04
   0.100000000E+00   0.562341300E-03   0.799663019E+00   0.442700088E-03   0.595054674E+04
   0.100000000E+00   0.100000000E-02   0.888719276E+00   0.979934243E-03   0.530634067E+04
   0.200000000E+00   0.100000000E-05   0.410802540E+00   0.317594574E-06   0.479646971E+03
   0.200000000E+00   0.177830000E-05   0.413138568E+00   0.539445995E-06   0.504862934E+03
   0.200000000E+00   0.316230000E-05   0.417033817E+00   0.101339913E-05   0.543734500E+03
   0.200000000E+00   0.562340000E-05   0.423381817E+00   0.178183567E-05   0.600600308E+03
   0.200000000E+00   0.100000000E-04   0.433489473E+00   0.310878782E-05   0.678413620E+03
   0.200000000E+00   0.177828000E-04   0.449307133E+00   0.536491230E-05   0.768381800E+03
   0.200000000E+00   0.316228000E-04   0.474401195E+00   0.909604954E-05   0.856306733E+03
   0.200000000E+00   0.562341000E-04   0.513134053E+00   0.151712472E-04   0.104593011E+04
   0.200000000E+00   0.100000000E-03   0.563933725E+00   0.257656245E-04   0.154727555E+04
   0.200000000E+00   0.177827900E-03   0.620804721E+00   0.460414287E-04   0.257578433E+04
   0.200000000E+00   0.316227800E-03   0.679678413E+00   0.867668004E-04   0.440363847E+04
   0.200000000E+00   0.562341300E-03   0.740542776E+00   0.170825661E-03   0.717160370E+04
   0.200000000E+00   0.100000000E-02   0.806881764E+00   0.352917098E-03   0.101502062E+05
   0.300000000E+00   0.100000000E-05   0.385744474E+00   0.196483751E-06   0.408482414E+03
   0.300000000E+00   0.177830000E-05   0.388312149E+00   0.332753205E-06   0.431318353E+03
   0.300000000E+00   0.316230000E-05   0.392578700E+00   0.622400763E-06   0.466259294E+03
   0.300000000E+00   0.562340000E-05   0.399506288E+00   0.109151060E-05   0.516980387E+03
   0.300000000E+00   0.100000000E-04   0.410500263E+00   0.189645121E-05   0.585737807E+03
   0.300000000E+00   0.177828000E-04   0.427676380E+00   0.325036344E-05   0.664197573E+03
   0.300000000E+00   0.316228000E-04   0.454715747E+00   0.545955554E-05   0.755344498E+03
   0.300000000E+00   0.562341000E-04   0.494719595E+00   0.905299714E-05   0.977465170E+03
   0.300000000E+00   0.100000000E-03   0.544945865E+00   0.153731885E-04   0.149375892E+04
   0.300000000E+00   0.177827900E-03   0.599788579E+00   0.275075307E-04   0.253965511E+04
   0.300000000E+00   0.316227800E-03   0.655764299E+00   0.518055989E-04   0.442341102E+04
   0.300000000E+00   0.562341300E-03   0.712703796E+00   0.101202372E-03   0.747969718E+04
   0.300000000E+00   0.100000000E-02   0.772597306E+00   0.204562496E-03   0.116599747E+05
   0.400000000E+00   0.100000000E-05   0.369027246E+00   0.141663919E-06   0.363686544E+03
   0.400000000E+00   0.177830000E-05   0.371779320E+00   0.239267726E-06   0.384928117E+03
   0.400000000E+00   0.316230000E-05   0.376340371E+00   0.445841538E-06   0.417254617E+03
   0.400000000E+00   0.562340000E-05   0.383726103E+00   0.780104785E-06   0.463929748E+03
   0.400000000E+00   0.100000000E-04   0.395418478E+00   0.135042345E-05   0.526790515E+03
   0.400000000E+00   0.177828000E-04   0.413654551E+00   0.230067280E-05   0.598692387E+03
   0.400000000E+00   0.316228000E-04   0.442086291E+00   0.383559593E-05   0.695453667E+03
   0.400000000E+00   0.562341000E-04   0.482826116E+00   0.632850211E-05   0.931905198E+03
   0.400000000E+00   0.100000000E-03   0.532628744E+00   0.107303019E-04   0.145642670E+04
   0.400000000E+00   0.177827900E-03   0.586115869E+00   0.192207999E-04   0.250666591E+04
   0.400000000E+00   0.316227800E-03   0.640286875E+00   0.362174248E-04   0.440479510E+04
   0.400000000E+00   0.562341300E-03   0.694969483E+00   0.705269380E-04   0.757645609E+04
   0.400000000E+00   0.100000000E-02   0.751542362E+00   0.141036137E-03   0.123076404E+05
   0.500000000E+00   0.100000000E-05   0.356574515E+00   0.109973962E-06   0.331734733E+03
   0.500000000E+00   0.177830000E-05   0.359483750E+00   0.185280720E-06   0.351785024E+03
   0.500000000E+00   0.316230000E-05   0.364295121E+00   0.344051104E-06   0.382169334E+03
   0.500000000E+00   0.562340000E-05   0.372069276E+00   0.600752118E-06   0.425863833E+03
   0.500000000E+00   0.100000000E-04   0.384352253E+00   0.103643655E-05   0.484426081E+03
   0.500000000E+00   0.177828000E-04   0.403473975E+00   0.175615084E-05   0.552221016E+03
   0.500000000E+00   0.316228000E-04   0.432980748E+00   0.290893362E-05   0.654552543E+03
