   8.000    0.176999    1.584684    2.126402    2.356418    2.473863    2.532175    2.556622    2.561306    2.552936    2.537488    2.518031    2.496176    2.472844    2.449038    2.423703    2.395878    2.364090    2.324030    2.268041
   5.333    0.139701    1.543673    2.120687    2.372980    2.500266    2.563520    2.590402    2.595481    2.588506    2.573846    2.553723    2.532243    2.508559    2.483645    2.457021    2.427494    2.392716    2.348099    2.283559
   4.000    0.108805    1.536925    2.138804    2.402794    2.537825    2.606244    2.637115    2.645960    2.641439    2.628438    2.610262    2.588880    2.565510    2.540639    2.513788    2.483815    2.448356    2.402297    2.335322
   3.200    0.112269    1.534590    2.145147    2.417963    2.557398    2.628853    2.662150    2.672756    2.669362    2.657448    2.639919    2.618820    2.595473    2.570479    2.543503    2.513312    2.477647    2.431717    2.365099
   2.667    0.120931    1.533418    2.150223    2.423757    2.566607    2.640775    2.676107    2.687986    2.685654    2.674053    2.656575    2.635567    2.612327    2.587319    2.560290    2.529891    2.493954    2.447733    2.380856
   2.286    0.129996    1.531735    2.153852    2.430826    2.574863    2.649807    2.685566    2.697862    2.695602    2.684309    2.666931    2.645893    2.622603    2.597558    2.570495    2.540186    2.504174    2.457876    2.390672
   2.000    0.139841    1.529679    2.154059    2.432138    2.578538    2.654724    2.690938    2.703491    2.701541    2.690174    2.672848    2.651892    2.628494    2.603336    2.576133    2.545686    2.509683    2.463382    2.396439
   1.600    0.159868    1.526425    2.155393    2.435338    2.582262    2.659002    2.695917    2.709012    2.707476    2.696420    2.679292    2.658356    2.635116    2.610110    2.583034    2.552643    2.516646    2.470389    2.403241
   1.333    0.163618    1.524201    2.155452    2.435968    2.583514    2.661020    2.698499    2.711978    2.710750    2.699911    2.682850    2.662071    2.638940    2.613956    2.586903    2.556544    2.520557    2.474375    2.407498
   1.143    0.160805    1.523277    2.156190    2.437090    2.585273    2.663290    2.701148    2.714903    2.713891    2.703156    2.686210    2.665502    2.642369    2.617459    2.590436    2.560048    2.524058    2.477836    2.410980
   1.000    0.159001    1.523425    2.157512    2.438544    2.586966    2.665257    2.703310    2.717223    2.716338    2.705663    2.688765    2.668113    2.645049    2.620175    2.593111    2.562747    2.526815    2.480636    2.413621
