 8.000      0.005474702876      0.011682848384      0.000465105054      1.024830509272      1.265922996005      5.452053715303      0.428615970863
 5.333      0.005778125298      0.008368236240      0.000185074118      1.059944278086      3.268421612261     13.093687945609      0.737533733138
 4.000      0.006165159408      0.007635726855      0.000073370466      1.064820499710      2.461986783006      7.848557645263      0.448537413679
 3.200      0.006336007585      0.007427625191      0.000042425917      1.065734474422      1.968169384490      6.102809182873      0.314200189992
 2.667      0.006427592850      0.007346095178      0.000029941179      1.065849279611      1.637508514878      5.052279235765      0.231633898528
 2.286      0.006483111314      0.007303576332      0.000022399402      1.065856166831      1.401262137819      4.322683745918      0.173667416602
 2.000      0.006518098093      0.007275096129      0.000016469933      1.065854349604      1.224132114394      3.770251703908      0.131666581451
 1.600      0.006558863583      0.007238454739      0.000007498403      1.065850971009      0.976696938045      2.993463245159      0.075814314672
 1.333      0.006580643871      0.007221166918      0.000002637244      1.065781669056      0.812206420897      2.483815815559      0.033217408296
 1.143      0.006594538469      0.007211495589     -0.000000481816      1.065700648253      0.695098141235      2.120094925110      0.031644848555
 1.000      0.006603836279      0.007204717351     -0.000002753347      1.065638398825      0.607479733546      1.848528192760      0.042956991550
