   8.000    4.089905    3.621690    3.386455    3.233510    3.120841    3.033922    2.964122    2.903527    2.852217    2.808767    2.770025    2.734388    2.701961    2.673109    2.647626    2.624873    2.604315    2.586104    2.572464
   6.400    4.015831    3.610306    3.389335    3.240582    3.130363    3.043341    2.971992    2.911381    2.859752    2.814250    2.773590    2.737517    2.705253    2.675834    2.648830    2.624317    2.602529    2.583880    2.570417
   5.818    4.009773    3.595796    3.369819    3.218681    3.106595    3.018508    2.946480    2.885888    2.833560    2.788173    2.747923    2.711744    2.679323    2.650173    2.623664    2.599487    2.577775    2.559103    2.545665
   4.923    3.947250    3.536357    3.316650    3.170842    3.063336    2.979023    2.910177    2.852166    2.802379    2.758856    2.720279    2.685896    2.654902    2.626770    2.601282    2.578245    2.557539    2.539521    2.526321
   4.000    3.903318    3.508235    3.294053    3.150966    3.045090    2.961836    2.893672    2.836271    2.786894    2.743726    2.705506    2.671351    2.640562    2.612701    2.587418    2.564477    2.543886    2.526038    2.512932
   3.200    3.874914    3.484645    3.273390    3.132347    3.027984    2.945911    2.878715    2.822108    2.773404    2.730820    2.693110    2.659393    2.629011    2.601501    2.576518    2.553864    2.533519    2.515843    2.502828
   2.909    3.866396    3.478002    3.267564    3.127035    3.023044    2.941260    2.874301    2.817894    2.769363    2.726927    2.689353    2.655751    2.625480    2.598062    2.573168    2.550591    2.530308    2.512686    2.499696
   2.462    3.854712    3.468736    3.259545    3.119813    3.016397    2.935051    2.868442    2.812325    2.764040    2.721816    2.684426    2.650988    2.620861    2.593573    2.568791    2.546314    2.526115    2.508556    2.495596
   2.000    3.844825    3.460969    3.252828    3.113767    3.010829    2.929852    2.863538    2.807666    2.759588    2.717543    2.680309    2.647010    2.617005    2.589826    2.565140    2.542746    2.522616    2.505107    2.492162
   1.600    3.838023    3.455651    3.248250    3.109659    3.007057    2.926337    2.860229    2.804528    2.756595    2.714676    2.677551    2.644348    2.614428    2.587324    2.562703    2.540363    2.520277    2.502796    2.489854
   1.455    3.835963    3.454049    3.246875    3.108429    3.005930    2.925289    2.859245    2.803596    2.755708    2.713827    2.676736    2.643562    2.613667    2.586585    2.561983    2.539659    2.519584    2.502109    2.489164
   1.231    3.833220    3.451923    3.245058    3.106809    3.004450    2.923916    2.857958    2.802380    2.754552    2.712723    2.675676    2.642542    2.612682    2.585629    2.561052    2.538748    2.518687    2.501219    2.488265
   1.000    3.830961    3.450162    3.243565    3.105488    3.003253    2.922813    2.856931    2.801415    2.753639    2.711855    2.674848    2.641747    2.611917    2.584889    2.560333    2.538045    2.517995    2.500529    2.487565
