 8.000      0.005464860204      0.011699911717      0.000471378617      1.024942847430      1.265549265463      5.579796195839      0.428462373355
 5.333      0.005912671400      0.008522960842      0.000198017717      1.056620816353      2.475193890840     11.155268497630      0.569768984216
 4.000      0.006233477566      0.007795916694      0.000093714553      1.062212627263      1.857098167316      5.941023057583      0.345668481138
 3.200      0.006378403486      0.007539239756      0.000057931712      1.063920020875      1.482327704562      4.637954599991      0.240582182677
 2.667      0.006457807844      0.007413985899      0.000038277821      1.064673592559      1.232313203135      3.838280700267      0.176126850305
 2.286      0.006504746220      0.007340798472      0.000025339476      1.065094048675      1.053890378287      3.260687954728      0.131349323374
 2.000      0.006536121817      0.007298055842      0.000017102858      1.065311077967      0.920408110912      2.836926897330      0.099449876181
 1.600      0.006570998205      0.007252760206      0.000007633659      1.065481844001      0.733957120160      2.249904735464      0.058198541565
 1.333      0.006589544699      0.007229677741      0.000002240906      1.065514482668      0.610144493061      1.862522236619      0.027797594771
 1.143      0.006600778309      0.007215147146     -0.000001332427      1.065513011741      0.522037275966      1.589446775177      0.021398282408
 1.000      0.006608314207      0.007207072133     -0.000003371281      1.065481488712      0.456153286184      1.386912025427      0.031316535825
