 hih1=   1.143 Number of points =  165
   0.966728435E+00  -0.584443850E-02   0.183995596E+00   0.247347574E-01   0.260050423E+01
   0.966729474E+00  -0.585215160E-02   0.209640330E+00   0.281802914E-01   0.299381788E+01
   0.966731322E+00  -0.586586760E-02   0.248708067E+00   0.334246333E-01   0.375851360E+01
   0.966734608E+00  -0.589025860E-02   0.301269989E+00   0.404721383E-01   0.517842348E+01
   0.966740452E+00  -0.593363260E-02   0.356376671E+00   0.478309354E-01   0.886157793E+01
   0.966750843E+00  -0.601076380E-02   0.350825237E+00   0.470561326E-01   0.113882576E+02
   0.966769322E+00  -0.614792440E-02   0.416348735E+00   0.556778546E-01   0.239267431E+02
   0.966802182E+00  -0.639183440E-02   0.462137416E+00   0.614668260E-01   0.449545084E+02
   0.966860617E+00  -0.682557450E-02   0.508549397E+00   0.670161750E-01   0.811742920E+02
   0.966964531E+00  -0.759688550E-02   0.559720323E+00   0.726263829E-01   0.139143629E+03
   0.967149319E+00  -0.896849210E-02   0.620520456E+00   0.785075045E-01   0.218241402E+03
   0.967477924E+00  -0.114075918E-01   0.698136813E+00   0.848573148E-01   0.301166497E+03
   0.968062275E+00  -0.157449926E-01   0.801306484E+00   0.915756286E-01   0.330273302E+03
   0.969101414E+00  -0.234581031E-01   0.918870555E+00   0.959744664E-01   0.154571730E+03
   0.970949294E+00  -0.371741687E-01   0.941570668E+00   0.875796160E-01   0.984912595E-02
   0.765671056E+00  -0.299652641E-01   0.267360901E+00   0.284087309E-01   0.727008480E+01
   0.765671878E+00  -0.299730034E-01   0.304382583E+00   0.323314195E-01   0.765892047E+01
   0.765673339E+00  -0.299867660E-01   0.366027719E+00   0.388643462E-01   0.838905835E+01
   0.765675938E+00  -0.300112397E-01   0.431022206E+00   0.457488737E-01   0.100625256E+02
   0.765680560E+00  -0.300547608E-01   0.485419769E+00   0.515032904E-01   0.145042473E+02
   0.765688779E+00  -0.301321536E-01   0.309334499E+00   0.328479665E-01   0.155298198E+02
   0.765703394E+00  -0.302697796E-01   0.532882247E+00   0.565032987E-01   0.274354142E+02
   0.765729384E+00  -0.305145170E-01   0.594811752E+00   0.629864073E-01   0.500534519E+02
   0.765775602E+00  -0.309497285E-01   0.650667347E+00   0.687442659E-01   0.866025665E+02
   0.765857790E+00  -0.317236561E-01   0.709959152E+00   0.747068430E-01   0.140725828E+03
   0.766003943E+00  -0.330999157E-01   0.779129857E+00   0.813960470E-01   0.206093669E+03
   0.766263843E+00  -0.355472899E-01   0.866045193E+00   0.893088547E-01   0.254186321E+03
   0.766726019E+00  -0.398994049E-01   0.973461117E+00   0.981236689E-01   0.204696792E+03
   0.767547896E+00  -0.476386814E-01   0.102882052E+01   0.100678551E+00   0.975590820E-02
   0.769009425E+00  -0.614012775E-01   0.102767073E+01   0.965326919E-01   0.987854708E-02
   0.473497570E+00  -0.545438538E-01   0.292806160E+00   0.167897517E-01   0.481639708E+01
   0.473498013E+00  -0.545516239E-01   0.345028293E+00   0.197503633E-01   0.527658802E+01
   0.473498802E+00  -0.545654414E-01   0.426845759E+00   0.243912031E-01   0.617110103E+01
   0.473500204E+00  -0.545900128E-01   0.500097691E+00   0.285400277E-01   0.828826637E+01
   0.473502697E+00  -0.546337076E-01   0.560258067E+00   0.319436445E-01   0.135391723E+02
   0.473507131E+00  -0.547114091E-01   0.557416512E+00   0.317887815E-01   0.160135925E+02
   0.473515015E+00  -0.548495842E-01   0.638915016E+00   0.363754504E-01   0.310255299E+02
   0.473529036E+00  -0.550952980E-01   0.702375114E+00   0.398985867E-01   0.537737052E+02
   0.473553969E+00  -0.555322459E-01   0.767883421E+00   0.434504330E-01   0.871218034E+02
   0.473598308E+00  -0.563092613E-01   0.842336498E+00   0.473222152E-01   0.127958279E+03
   0.473677153E+00  -0.576910119E-01   0.932929753E+00   0.517006024E-01   0.160073844E+03
   0.473817363E+00  -0.601481504E-01   0.104266899E+01   0.563285273E-01   0.137331823E+03
   0.474066694E+00  -0.645176292E-01   0.110846221E+01   0.579990347E-01   0.975972642E-02
   0.474510076E+00  -0.722877835E-01   0.110653539E+01   0.560185036E-01   0.983950953E-02
   0.475298532E+00  -0.861052888E-01   0.110312157E+01   0.526471186E-01   0.990129920E-02
   0.192978671E+00  -0.569616902E-01   0.384640090E+00  -0.245290136E-01   0.487800774E+01
   0.192978181E+00  -0.569694576E-01   0.454594239E+00  -0.288814698E-01   0.541817185E+01
   0.192977310E+00  -0.569832701E-01   0.519672223E+00  -0.329380243E-01   0.644656395E+01
   0.192975762E+00  -0.570078327E-01   0.613711985E+00  -0.388073921E-01   0.935151268E+01
   0.192973008E+00  -0.570515119E-01   0.432913818E+00  -0.276530144E-01   0.101719795E+02
   0.192968111E+00  -0.571291856E-01   0.684242174E+00  -0.433100876E-01   0.178652715E+02
   0.192959403E+00  -0.572673112E-01   0.771150213E+00  -0.488406363E-01   0.316768545E+02
   0.192943918E+00  -0.575129371E-01   0.852649042E+00  -0.541468426E-01   0.489133111E+02
   0.192916381E+00  -0.579497287E-01   0.944995019E+00  -0.603565232E-01   0.660094718E+02
   0.192867413E+00  -0.587264660E-01   0.105491895E+01  -0.681423355E-01   0.697549904E+02
   0.192780334E+00  -0.601077221E-01   0.116265411E+01  -0.764310201E-01   0.283665892E+02
   0.192625482E+00  -0.625639813E-01   0.117203174E+01  -0.775759741E-01   0.959619474E-02
   0.192350113E+00  -0.669318966E-01   0.116811377E+01  -0.778938533E-01   0.983270478E-02
   0.191860430E+00  -0.746992703E-01   0.116128949E+01  -0.782127714E-01   0.989688501E-02
   0.190989636E+00  -0.885118310E-01   0.114972885E+01  -0.780907167E-01   0.991819722E-02
   0.227838417E-01  -0.250702561E-01   0.615116497E+00  -0.312308189E+00   0.281310585E+01
   0.227803329E-01  -0.250772031E-01   0.640361144E+00  -0.324822748E+00   0.266292352E+01
   0.227740934E-01  -0.250895568E-01   0.708924868E+00  -0.359027535E+00   0.308191842E+01
   0.227629978E-01  -0.251115251E-01   0.765393657E+00  -0.387247501E+00   0.371758227E+01
   0.227432667E-01  -0.251505908E-01   0.820685410E+00  -0.414909812E+00   0.461974939E+01
   0.227081793E-01  -0.252200607E-01   0.880928882E+00  -0.445003061E+00   0.544876905E+01
   0.226457840E-01  -0.253435975E-01   0.572386015E+00  -0.291822104E+00   0.154692828E+00
   0.225348279E-01  -0.255632805E-01   0.926613462E+00  -0.467737003E+00   0.431283135E+01
   0.223375169E-01  -0.259539383E-01   0.971151771E+00  -0.488171080E+00   0.807317687E-02
   0.219866427E-01  -0.266486369E-01   0.966192281E+00  -0.481165443E+00   0.942578750E-02
   0.213626905E-01  -0.278840051E-01   0.958318117E+00  -0.468915598E+00   0.978329136E-02
   0.202531290E-01  -0.300808351E-01   0.946511977E+00  -0.447317622E+00   0.990152039E-02
   0.182800187E-01  -0.339874125E-01   0.931708033E+00  -0.411003257E+00   0.992568842E-02
   0.147712773E-01  -0.409343987E-01   0.918991200E+00  -0.355155654E+00   0.992494683E-02
   0.853175460E-02  -0.532880813E-01   0.917368251E+00  -0.281958104E+00   0.992535931E-02
  -0.100000000E-04   0.000000000E+00   0.503682850E-03   0.186352486E-04   0.341019000E-05
  -0.177828000E-04   0.000000000E+00   0.869231320E-03   0.256317058E-04   0.104711479E-04
  -0.316228000E-04   0.000000000E+00   0.168882684E-02   0.349759741E-04   0.435245252E-04
  -0.562341000E-04   0.000000000E+00   0.343946537E-02   0.443895298E-04   0.170336086E-03
  -0.100000000E-03   0.000000000E+00   0.690329864E-02   0.475359343E-04   0.614394414E-03
  -0.177827900E-03   0.000000000E+00   0.131582068E-01   0.425928804E-04   0.268522938E-02
  -0.316227800E-03   0.000000000E+00   0.240617214E-01   0.338677763E-04   0.651656160E-02
  -0.562341300E-03   0.000000000E+00   0.427553503E-01   0.221989941E-04   0.874432070E-02
  -0.100000000E-02   0.000000000E+00   0.739827393E-01   0.936641507E-05   0.956631467E-02
  -0.177827940E-02   0.000000000E+00   0.123999174E+00  -0.446678280E-06   0.984397641E-02
  -0.316227770E-02   0.000000000E+00   0.199096405E+00  -0.375172876E-05   0.993495188E-02
  -0.562341330E-02   0.000000000E+00   0.301894318E+00  -0.240870273E-05   0.994245317E-02
  -0.100000000E-01   0.000000000E+00   0.426945568E+00  -0.569771485E-06   0.993667252E-02
  -0.177827941E-01   0.000000000E+00   0.560207204E+00   0.310451128E-06   0.993209462E-02
  -0.316227766E-01   0.000000000E+00   0.685075693E+00   0.489620717E-06   0.993018518E-02
   0.891015021E-01   0.448906659E-01   0.478427864E+00   0.911687254E-01   0.996084430E+01
   0.891000561E-01   0.448983132E-01   0.551569845E+00   0.104858637E+00   0.102388758E+02
   0.890974847E-01   0.449119122E-01   0.646104635E+00   0.122589301E+00   0.111708061E+02
   0.890929120E-01   0.449360950E-01   0.713635463E+00   0.135281730E+00   0.134416360E+02
   0.890847806E-01   0.449790989E-01   0.767470455E+00   0.145446362E+00   0.174567202E+02
   0.890703206E-01   0.450555717E-01   0.830660967E+00   0.157443559E+00   0.236999113E+02
   0.890446066E-01   0.451915618E-01   0.830046133E+00   0.157581856E+00   0.226958671E+02
   0.889988801E-01   0.454333902E-01   0.952141007E+00   0.180966836E+00   0.321668806E+02
   0.889175656E-01   0.458634286E-01   0.107145559E+01   0.204308252E+00   0.304860828E+02
   0.887729656E-01   0.466281571E-01   0.115685018E+01   0.221303452E+00   0.538670403E+01
